@relation unknow
@attribute region-centroid-col real [1.0, 254.0]
@attribute region-centroid-row real [11.0, 251.0]
@attribute region-pixel-count real [9.0, 10.0]
@attribute short-line-density-5 real [0.0, 0.33333334]
@attribute short-line-density-2 real [0.0, 0.22222222]
@attribute vedge-mean real [0.0, 29.222221]
@attribute vegde-sd real [0.0, 991.7184]
@attribute hedge-mean real [0.0, 44.722225]
@attribute hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute intensity-mean real [0.0, 143.44444]
@attribute rawred-mean real [0.0, 137.11111]
@attribute rawblue-mean real [0.0, 150.88889]
@attribute rawgreen-mean real [0.0, 142.55556]
@attribute exred-mean real [-49.666668, 9.888889]
@attribute exblue-mean real [-12.444445, 82.0]
@attribute exgreen-mean real [-33.88889, 24.666666]
@attribute value-mean real [0.0, 150.88889]
@attribute saturatoin-mean real [0.0, 1.0]
@attribute hue-mean real [-3.0441751, 2.9124804]
@attribute class {1, 2, 3, 4, 5, 6, 7}
@inputs region-centroid-col, region-centroid-row, region-pixel-count, short-line-density-5, short-line-density-2, vedge-mean, vegde-sd, hedge-mean, hedge-sd, intensity-mean, rawred-mean, rawblue-mean, rawgreen-mean, exred-mean, exblue-mean, exgreen-mean, value-mean, saturatoin-mean, hue-mean
@outputs class
@data
61.0, 197.0, 9.0, 0.0, 0.0, 1.4444441, 1.5153533, 2.6111107, 1.9254634, 49.592594, 44.22222, 61.555557, 43.0, -16.11111, 35.88889, -19.777779, 61.555557, 0.30292457, -2.0222743, 6
137.0, 141.0, 9.0, 0.0, 0.0, 0.055555563, 0.13608278, 0.055555556, 0.13608277, 0.037037037, 0.0, 0.11111111, 0.0, -0.11111111, 0.22222222, -0.11111111, 0.11111111, 0.11111111, -2.0943952, 5
243.0, 120.0, 9.0, 0.0, 0.0, 4.4444447, 4.359749, 1.5555547, 1.8338387, 47.851852, 44.77778, 56.333332, 42.444443, -9.222222, 25.444445, -16.222221, 56.333332, 0.2453213, -1.9107349, 4
146.0, 97.0, 9.0, 0.0, 0.0, 10.111111, 4.597905, 0.6111107, 0.5741327, 47.962963, 46.0, 54.333332, 43.555557, -5.888889, 19.11111, -13.222222, 54.333332, 0.19711515, -1.8407352, 4
94.0, 140.0, 9.0, 0.0, 0.0, 0.16666667, 0.033333328, 0.33333328, 0.044444434, 3.0370371, 1.7777778, 6.111111, 1.2222222, -3.7777777, 9.222222, -5.4444447, 6.111111, 0.79788357, -1.9857694, 5
111.0, 246.0, 9.0, 0.0, 0.0, 3.166667, 2.0949678, 5.833334, 4.113663, 25.88889, 21.11111, 22.444445, 34.11111, -14.333333, -10.333333, 24.666666, 34.11111, 0.38897294, 2.2140112, 7
247.0, 92.0, 9.0, 0.0, 0.0, 0.88888884, 0.5185184, 0.44444433, 0.118518606, 12.074074, 7.5555553, 20.555555, 8.111112, -13.555555, 25.444445, -11.888889, 20.555555, 0.6321268, -2.1378512, 5
121.0, 60.0, 9.0, 0.0, 0.0, 2.277778, 2.329629, 2.888889, 2.8740742, 26.74074, 24.666666, 35.22222, 20.333334, -6.2222223, 25.444445, -19.222221, 35.22222, 0.4223002, -1.776113, 1
218.0, 115.0, 9.0, 0.0, 0.0, 0.944444, 0.5340271, 0.38888898, 0.38968194, 22.962963, 19.444445, 29.444445, 20.0, -10.555555, 19.444445, -8.888889, 29.444445, 0.33914888, -2.1486697, 5
54.0, 176.0, 9.0, 0.0, 0.0, 2.1111126, 0.68853056, 2.6666672, 2.6915512, 50.666668, 46.0, 62.666668, 43.333332, -14.0, 36.0, -22.0, 62.666668, 0.30857325, -1.9514097, 6
