@relation unknow
@attribute region-centroid-col real [1.0, 254.0]
@attribute region-centroid-row real [11.0, 251.0]
@attribute region-pixel-count real [9.0, 10.0]
@attribute short-line-density-5 real [0.0, 0.33333334]
@attribute short-line-density-2 real [0.0, 0.22222222]
@attribute vedge-mean real [0.0, 29.222221]
@attribute vegde-sd real [0.0, 991.7184]
@attribute hedge-mean real [0.0, 44.722225]
@attribute hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute intensity-mean real [0.0, 143.44444]
@attribute rawred-mean real [0.0, 137.11111]
@attribute rawblue-mean real [0.0, 150.88889]
@attribute rawgreen-mean real [0.0, 142.55556]
@attribute exred-mean real [-49.666668, 9.888889]
@attribute exblue-mean real [-12.444445, 82.0]
@attribute exgreen-mean real [-33.88889, 24.666666]
@attribute value-mean real [0.0, 150.88889]
@attribute saturatoin-mean real [0.0, 1.0]
@attribute hue-mean real [-3.0441751, 2.9124804]
@attribute class {1, 2, 3, 4, 5, 6, 7}
@inputs region-centroid-col, region-centroid-row, region-pixel-count, short-line-density-5, short-line-density-2, vedge-mean, vegde-sd, hedge-mean, hedge-sd, intensity-mean, rawred-mean, rawblue-mean, rawgreen-mean, exred-mean, exblue-mean, exgreen-mean, value-mean, saturatoin-mean, hue-mean
@outputs class
@data
32.0, 173.0, 9.0, 0.0, 0.0, 1.7222217, 1.7815932, 9.0, 6.749488, 43.592594, 39.555557, 52.88889, 38.333336, -12.111111, 27.88889, -15.777778, 52.88889, 0.26691392, -1.9988575, 6
6.0, 51.0, 9.0, 0.0, 0.0, 1.6666666, 1.9999989, 1.611111, 2.1074073, 19.592592, 18.777779, 25.666666, 14.333333, -2.4444444, 18.222221, -15.777778, 25.666666, 0.44286063, -1.6812904, 1
126.0, 237.0, 9.0, 0.0, 0.0, 0.94444436, 0.24074084, 1.0000001, 0.48888868, 5.7777777, 4.2222223, 4.2222223, 8.888889, -4.6666665, -4.6666665, 9.333333, 8.888889, 0.5538119, 2.0972314, 7
5.0, 210.0, 9.0, 0.0, 0.11111111, 2.1666672, 1.6699982, 4.444444, 2.613356, 51.296295, 45.444443, 64.333336, 44.11111, -17.555555, 39.11111, -21.555555, 64.333336, 0.3175664, -2.0208955, 6
93.0, 236.0, 9.0, 0.11111111, 0.0, 1.7777777, 2.6962965, 1.9999999, 0.93333334, 12.518518, 9.555555, 10.777778, 17.222223, -8.888889, -5.2222223, 14.111111, 17.222223, 0.44724658, 2.2671974, 7
192.0, 157.0, 9.0, 0.0, 0.0, 1.0555559, 0.5074076, 0.77777797, 0.16296285, 18.333334, 13.888889, 17.222223, 23.88889, -13.333333, -3.3333333, 16.666666, 23.88889, 0.41818407, 2.4386153, 7
43.0, 152.0, 9.0, 0.0, 0.0, 1.9444445, 1.7074082, 1.2222222, 0.8296299, 1.5185186, 1.0, 2.8888888, 0.6666667, -1.5555556, 4.111111, -2.5555556, 2.8888888, 0.64867723, -1.9332389, 5
55.0, 209.0, 9.0, 0.11111111, 0.0, 1.8333331, 1.2952907, 1.3888888, 0.99814624, 12.518518, 10.333334, 10.333334, 16.88889, -6.5555553, -6.5555553, 13.111111, 16.88889, 0.40790388, 2.0992203, 7
160.0, 41.0, 9.0, 0.0, 0.0, 0.8333333, 0.8096638, 0.22222225, 0.17213258, 0.7037037, 0.5555556, 1.2222222, 0.33333334, -0.44444445, 1.5555556, -1.1111112, 1.2222222, 0.537037, -1.8451205, 5
142.0, 140.0, 9.0, 0.0, 0.0, 4.2222223, 1.2938595, 1.5, 0.7226494, 26.444445, 23.444445, 32.333336, 23.555555, -9.0, 17.666666, -8.666667, 32.333336, 0.2850997, -2.1004875, 4
108.0, 146.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3
211.0, 130.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5
65.0, 143.0, 9.0, 0.0, 0.0, 0.3333334, 0.13333334, 0.4444445, 0.074074075, 5.037037, 6.5555553, 5.888889, 2.6666667, 4.5555553, 2.5555556, -7.111111, 6.6666665, 0.5952381, -0.90741616, 1
197.0, 121.0, 9.0, 0.0, 0.0, 21.666666, 17.3628, 0.94444436, 0.9047208, 41.037037, 37.444443, 49.444443, 36.22222, -10.777778, 25.222221, -14.444445, 49.444443, 0.28057775, -1.9955361, 4
99.0, 130.0, 9.0, 0.0, 0.0, 0.5555555, 0.45542014, 0.5555555, 0.5443311, 1.3703704, 0.11111111, 3.3333333, 0.6666667, -3.7777777, 5.888889, -2.1111112, 3.3333333, 0.9777778, -2.2390292, 3
69.0, 75.0, 9.0, 0.11111111, 0.0, 2.111111, 1.4074076, 1.5000004, 2.21111, 22.74074, 22.0, 29.333334, 16.88889, -2.2222223, 19.777779, -17.555555, 29.333334, 0.4235012, -1.6418817, 1
14.0, 28.0, 9.0, 0.0, 0.0, 0.55555344, 0.07407452, 1.2222214, 0.4296262, 110.48148, 97.888885, 131.11111, 102.44444, -37.77778, 61.88889, -24.11111, 131.11111, 0.25329855, -2.238865, 2
228.0, 42.0, 9.0, 0.11111111, 0.0, 2.055556, 1.5551584, 4.333334, 2.2310944, 44.555557, 39.555557, 54.11111, 40.0, -15.0, 28.666666, -13.666667, 54.11111, 0.27157217, -2.120131, 4
45.0, 108.0, 9.0, 0.0, 0.11111111, 25.5, 12.795401, 27.277779, 15.930981, 49.814816, 41.77778, 61.11111, 46.555557, -24.11111, 33.88889, -9.777778, 61.11111, 0.35897508, -2.3604913, 3
28.0, 131.0, 9.0, 0.0, 0.0, 0.22222216, 0.074074045, 0.77777773, 0.20740731, 5.185185, 6.6666665, 6.0, 2.8888888, 4.4444447, 2.4444444, -6.888889, 6.6666665, 0.56613755, -0.87464094, 1
181.0, 15.0, 9.0, 0.0, 0.0, 0.8333359, 0.21111082, 1.4444427, 1.2296315, 140.2963, 133.88889, 149.55556, 137.44444, -19.222221, 27.777779, -8.555555, 149.55556, 0.10463921, -2.330563, 2
45.0, 108.0, 9.0, 0.0, 0.11111111, 25.5, 12.795401, 27.277779, 15.930981, 49.814816, 41.77778, 61.11111, 46.555557, -24.11111, 33.88889, -9.777778, 61.11111, 0.35897508, -2.3604913, 3
108.0, 123.0, 9.0, 0.0, 0.0, 0.6111112, 0.24074072, 0.66666675, 0.26666668, 6.740741, 8.222222, 8.0, 4.0, 4.4444447, 3.7777777, -8.222222, 8.444445, 0.5244709, -0.9857293, 1
