@relation unknow
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs class
@data
132.0, -1984.0, -2962.0, 1367.0, 749.0, 546.0, 849.0, -3196.0, 3687.0, 82.0, 584.0, -1438.0, -483.0, 717.0, -1868.0, -52.0, -2509.0, 1391.0, 4448.0, 3737.0, 0
514.0, 1885.0, -584.0, 198.0, -2843.0, -881.0, 1004.0, -2508.0, -507.0, 558.0, 2587.0, 887.0, -1171.0, -2446.0, -275.0, 377.0, 535.0, -1323.0, 1042.0, -2276.0, 0
-207.0, -163.0, 39.0, 2712.0, -1.0, 345.0, -2723.0, 524.0, -21.0, -1243.0, 125.0, -316.0, 45.0, 1337.0, 2614.0, -906.0, -1914.0, 3215.0, 2153.0, 239.0, 0
73.0, 1875.0, 3183.0, -1748.0, 1402.0, 63.0, -165.0, -2974.0, 111.0, -3406.0, 329.0, -2385.0, 114.0, 48.0, -1484.0, -2979.0, -511.0, 34.0, -1638.0, 557.0, 0
47.0, 1338.0, -1678.0, -2967.0, -101.0, 7.0, -2546.0, -937.0, -798.0, 1893.0, 544.0, -192.0, 1674.0, 187.0, -1768.0, -187.0, -164.0, 1383.0, 3572.0, -506.0, 0
-608.0, 166.0, 756.0, -2453.0, 443.0, 841.0, 116.0, 1064.0, 646.0, 389.0, 2006.0, 1156.0, 857.0, 306.0, 229.0, 823.0, 2772.0, 1441.0, -118.0, 1029.0, 1
-1249.0, 775.0, 859.0, -416.0, 1543.0, -48.0, -2646.0, 52.0, 524.0, -4103.0, 164.0, 3797.0, 3742.0, 127.0, 1544.0, -334.0, -246.0, 907.0, -172.0, -6.0, 0
-474.0, 513.0, 392.0, 1003.0, -941.0, 148.0, 1565.0, 441.0, 243.0, -301.0, 2023.0, 858.0, 172.0, 998.0, 1032.0, 2061.0, -1393.0, -382.0, -831.0, 453.0, 1
-112.0, 323.0, 214.0, -2306.0, 16.0, 911.0, 906.0, 635.0, -2964.0, 679.0, 371.0, -38.0, -2419.0, 969.0, -1606.0, -969.0, 131.0, 1611.0, -2434.0, 409.0, 0
-705.0, -679.0, -567.0, -1027.0, -1098.0, -855.0, 2.0, 116.0, -1699.0, 1035.0, 3496.0, 2341.0, -1667.0, -1218.0, -3977.0, 1093.0, 1728.0, 321.0, 1728.0, 154.0, 0
1463.0, -347.0, 162.0, 727.0, 2672.0, 732.0, -37.0, -92.0, 694.0, 1852.0, -715.0, 1736.0, 2236.0, 674.0, 2966.0, 172.0, 136.0, 1487.0, -583.0, -986.0, 1
2013.0, 93.0, -214.0, 712.0, -17.0, -526.0, -227.0, 616.0, 26.0, -1204.0, 1717.0, 1685.0, 1881.0, 643.0, 1725.0, -748.0, -55.0, 398.0, -117.0, 1318.0, 1
1469.0, 769.0, 559.0, -45.0, -228.0, -296.0, 479.0, 122.0, 575.0, -1003.0, -1149.0, -86.0, 669.0, 642.0, 489.0, 2261.0, -587.0, -589.0, -1382.0, 2375.0, 1
736.0, 1268.0, 374.0, 1156.0, -1941.0, 117.0, 689.0, 62.0, 825.0, 1115.0, 1075.0, -508.0, -1407.0, 1787.0, -336.0, -942.0, -564.0, -1413.0, 476.0, -1399.0, 1
176.0, 47.0, 3193.0, 195.0, -1002.0, 8.0, -514.0, -684.0, -4684.0, 1971.0, -1096.0, 143.0, 1475.0, 299.0, 748.0, 2092.0, -67.0, -1262.0, 1674.0, -641.0, 0
