@relation unknow
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs class
@data
974.0, 1316.0, 1044.0, 32.0, 1189.0, 592.0, 472.0, 1748.0, 637.0, -821.0, 61.0, -801.0, 413.0, -1208.0, 47.0, 736.0, 326.0, 295.0, -208.0, 1504.0, 1
-323.0, 1815.0, 973.0, 2249.0, -14.0, -29.0, -158.0, 555.0, -122.0, -176.0, -379.0, 2975.0, -1025.0, 654.0, -1614.0, -3776.0, -402.0, 2638.0, 5253.0, -65.0, 0
707.0, -469.0, 1215.0, 91.0, 814.0, 818.0, 118.0, 6.0, -1016.0, -509.0, 1916.0, 1406.0, -404.0, -3.0, 1366.0, 1353.0, 1719.0, -114.0, -1221.0, 887.0, 1
-187.0, 602.0, 989.0, 2078.0, -1484.0, 729.0, 45.0, -555.0, 753.0, -628.0, -1324.0, 627.0, 135.0, 241.0, -1012.0, -227.0, 3.0, 1726.0, -104.0, 796.0, 1
-564.0, 59.0, 41.0, -1038.0, 925.0, 22.0, 114.0, 1141.0, -6.0, 2002.0, 1174.0, -137.0, -318.0, 418.0, 464.0, 26.0, 215.0, 1114.0, -151.0, 1212.0, 1
1324.0, -333.0, -2784.0, -495.0, -1231.0, 238.0, 1221.0, -2703.0, 4271.0, -2386.0, 379.0, -304.0, 1106.0, -434.0, -1549.0, 1617.0, 971.0, 912.0, -1417.0, 496.0, 0
-1212.0, 52.0, 3286.0, 1299.0, 995.0, -21.0, 289.0, 2197.0, -1523.0, 1582.0, 74.0, -17.0, 1067.0, -932.0, -202.0, -874.0, -232.0, -182.0, 15.0, 352.0, 1
-721.0, 7.0, 1713.0, -1429.0, 1182.0, -3952.0, -1772.0, -535.0, -2293.0, 628.0, 4006.0, 1017.0, -276.0, 576.0, 759.0, -3696.0, -256.0, -322.0, 1686.0, -2809.0, 0
668.0, -1165.0, 3415.0, -691.0, -2187.0, 1622.0, -517.0, 1495.0, -2538.0, 1704.0, -489.0, -396.0, -1539.0, -398.0, -21.0, -1024.0, -1104.0, -1556.0, -2147.0, 3068.0, 0
-117.0, -1115.0, -1837.0, -225.0, 2954.0, -1089.0, 265.0, 1473.0, 44.0, -374.0, -1.0, -1441.0, -629.0, -3704.0, -3243.0, -1752.0, -132.0, 2256.0, -748.0, 2344.0, 0
