@relation unknow
@attribute a1 real [-4014.0, 3578.0]
@attribute a2 real [-3961.0, 4345.0]
@attribute a3 real [-3902.0, 4404.0]
@attribute a4 real [-3889.0, 4259.0]
@attribute a5 real [-3649.0, 4213.0]
@attribute a6 real [-3533.0, 3913.0]
@attribute a7 real [-3733.0, 4452.0]
@attribute a8 real [-4574.0, 3865.0]
@attribute a9 real [-3814.0, 4254.0]
@attribute a10 real [-3908.0, 4083.0]
@attribute a11 real [-3494.0, 4095.0]
@attribute a12 real [-3826.0, 4302.0]
@attribute a13 real [-3945.0, 3782.0]
@attribute a14 real [-3852.0, 4124.0]
@attribute a15 real [-3698.0, 3548.0]
@attribute a16 real [-3698.0, 4244.0]
@attribute a17 real [-3943.0, 3723.0]
@attribute a18 real [-4065.0, 4056.0]
@attribute a19 real [-4122.0, 4324.0]
@attribute a20 real [-3783.0, 4279.0]
@attribute class {0, 1}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20
@outputs class
@data
-1134.0, 767.0, 1523.0, -2033.0, -226.0, 1787.0, 738.0, 9.0, 1013.0, 352.0, 1206.0, 292.0, -849.0, 393.0, 651.0, -919.0, 553.0, -162.0, 1223.0, 1917.0, 0
-205.0, 2166.0, -1404.0, 56.0, 15.0, -2712.0, -981.0, -688.0, -435.0, -143.0, -1254.0, -375.0, 1004.0, -376.0, 373.0, -1064.0, 914.0, 579.0, 665.0, -111.0, 1
-1203.0, 906.0, -113.0, 1527.0, -989.0, 135.0, 306.0, -213.0, 2837.0, 561.0, 1249.0, -396.0, 533.0, 1903.0, 711.0, -845.0, 1319.0, 1055.0, 109.0, -566.0, 0
-661.0, -663.0, 53.0, -129.0, 1886.0, 424.0, -508.0, -1705.0, 1228.0, 491.0, 1196.0, 904.0, 1179.0, 1462.0, -708.0, 264.0, -742.0, -168.0, 121.0, 1576.0, 0
1101.0, -548.0, 1264.0, 1777.0, 1283.0, 143.0, 288.0, 1067.0, -1215.0, -256.0, 976.0, -1883.0, 1949.0, 221.0, 1512.0, 65.0, 182.0, -257.0, 1854.0, 64.0, 0
-841.0, -1807.0, -2027.0, -552.0, 69.0, -1357.0, -518.0, -814.0, -604.0, 195.0, 88.0, -1176.0, 1116.0, 386.0, -336.0, -101.0, 856.0, -957.0, -699.0, 947.0, 1
707.0, 344.0, -185.0, -1346.0, -1815.0, 2042.0, 1322.0, 308.0, 161.0, 188.0, -176.0, 918.0, 148.0, 79.0, 37.0, 671.0, 95.0, 858.0, -56.0, 267.0, 0
601.0, -12.0, -485.0, -1701.0, -527.0, 1369.0, 649.0, -1941.0, -2093.0, -1532.0, -1633.0, -205.0, -526.0, -1895.0, -458.0, -1708.0, -1181.0, 1834.0, 2207.0, 454.0, 1
1091.0, -1629.0, -1967.0, 914.0, -1761.0, -11.0, -128.0, -2127.0, -596.0, -223.0, -838.0, -1599.0, -27.0, -1951.0, 518.0, -95.0, -717.0, 208.0, -1569.0, -557.0, 1
-939.0, -547.0, 505.0, -1808.0, 692.0, 396.0, -1167.0, 966.0, 774.0, 1494.0, -98.0, -469.0, -522.0, -1258.0, 106.0, 663.0, -856.0, -2488.0, -74.0, -62.0, 1
