@relation segment
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
149.0, 185.0, 9.0, 0.0, 0.0, 1.5555553, 1.0680546, 3.0555553, 1.9254627, 49.333332, 45.333332, 59.555557, 43.11111, -12.0, 30.666666, -18.666666, 59.555557, 0.2758892, -1.9527698, 6
1.0, 81.0, 9.0, 0.0, 0.0, 12.166667, 267.45554, 9.222222, 205.36296, 21.333334, 14.0, 30.555555, 19.444445, -22.0, 27.666666, -5.6666665, 30.555555, 0.5952822, -2.438409, 3
248.0, 153.0, 9.0, 0.0, 0.0, 0.2777778, 0.062962964, 0.11111113, 0.029629637, 0.37037036, 0.0, 1.1111112, 0.0, -1.1111112, 2.2222223, -1.1111112, 1.1111112, 0.8888889, -2.0943952, 5
207.0, 115.0, 9.0, 0.0, 0.0, 1.0555555, 0.3296295, 0.16666669, 0.033333343, 1.2222222, 0.44444445, 2.8888888, 0.33333334, -2.3333333, 5.0, -2.6666667, 2.8888888, 0.93333334, -2.0655363, 5
184.0, 145.0, 9.0, 0.0, 0.0, 0.72222227, 0.6116159, 0.22222222, 0.2721655, 0.5555556, 0.33333334, 1.2222222, 0.11111111, -0.6666667, 2.0, -1.3333334, 1.2222222, 0.5277778, -1.9209436, 5
83.0, 28.0, 9.0, 0.0, 0.0, 0.3888893, 0.13608134, 0.88888675, 0.45542085, 112.96296, 99.44444, 131.11111, 108.333336, -40.555557, 54.444443, -13.888889, 131.11111, 0.24151142, -2.3878844, 2
5.0, 210.0, 9.0, 0.0, 0.11111111, 2.1666672, 1.6699982, 4.444444, 2.613356, 51.296295, 45.444443, 64.333336, 44.11111, -17.555555, 39.11111, -21.555555, 64.333336, 0.3175664, -2.0208955, 6
79.0, 62.0, 9.0, 0.0, 0.0, 0.555556, 0.3851839, 0.88888675, 0.60740507, 110.18519, 100.666664, 127.111115, 102.77778, -28.555555, 50.77778, -22.222221, 127.111115, 0.20801263, -2.178149, 2
54.0, 142.0, 9.0, 0.0, 0.0, 0.7222223, 0.82775915, 2.0, 2.1081848, 1.8148148, 0.8888889, 3.6666667, 0.8888889, -2.7777777, 5.5555553, -2.7777777, 3.6666667, 0.76944447, -2.0943952, 5
118.0, 125.0, 9.0, 0.0, 0.0, 0.33333334, 0.29814234, 0.88888884, 0.34426528, 1.1481482, 0.0, 3.1111112, 0.33333334, -3.4444444, 5.888889, -2.4444444, 3.1111112, 1.0, -2.1756468, 3
121.0, 60.0, 9.0, 0.0, 0.0, 2.277778, 2.329629, 2.888889, 2.8740742, 26.74074, 24.666666, 35.22222, 20.333334, -6.2222223, 25.444445, -19.222221, 35.22222, 0.4223002, -1.776113, 1
112.0, 90.0, 9.0, 0.0, 0.0, 7.38889, 6.9455557, 1.2777773, 0.87981415, 65.18519, 57.666668, 79.77778, 58.11111, -22.555555, 43.77778, -21.222221, 79.77778, 0.27834544, -2.108813, 4
57.0, 42.0, 9.0, 0.0, 0.0, 2.333334, 0.8692256, 0.99999875, 0.69920623, 37.444443, 32.77778, 47.77778, 31.777779, -14.0, 31.0, -17.0, 47.77778, 0.3346618, -2.029552, 4
140.0, 124.0, 9.0, 0.0, 0.0, 1.0, 0.44444454, 1.1111112, 1.0518516, 2.5185184, 0.22222222, 6.111111, 1.2222222, -6.888889, 10.777778, -3.8888888, 6.111111, 0.97376543, -2.267462, 3
