@relation segment
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
218.0, 178.0, 9.0, 0.11111111, 0.0, 0.8333327, 0.54772234, 1.1111094, 0.5443307, 59.62963, 52.444443, 75.22222, 51.22222, -21.555555, 46.77778, -25.222221, 75.22222, 0.31899637, -2.0405545, 6
113.0, 130.0, 9.0, 0.0, 0.0, 0.27777776, 0.25092423, 0.33333328, 0.3651483, 0.8888889, 0.0, 2.5555556, 0.11111111, -2.6666667, 5.0, -2.3333333, 2.5555556, 1.0, -2.123254, 3
220.0, 220.0, 9.0, 0.11111111, 0.0, 2.277778, 1.12963, 2.2777777, 4.151854, 6.4444447, 5.6666665, 5.3333335, 8.333334, -2.3333333, -3.3333333, 5.6666665, 8.333334, 0.42735383, 1.9843658, 7
225.0, 58.0, 9.0, 0.0, 0.0, 0.3333335, 0.42163706, 0.4444445, 0.34426522, 8.333333, 5.5555553, 14.111111, 5.3333335, -8.333333, 17.333334, -9.0, 14.111111, 0.62222224, -2.0685637, 5
18.0, 83.0, 9.0, 0.0, 0.11111111, 6.1666665, 9.988892, 12.888889, 28.785189, 14.37037, 9.0, 22.666666, 11.444445, -16.11111, 24.88889, -8.777778, 22.666666, 0.6647845, -2.2742054, 3
184.0, 145.0, 9.0, 0.0, 0.0, 0.9444445, 0.49065363, 1.7777778, 0.93491936, 3.4074075, 2.3333335, 5.7777777, 2.1111112, -3.2222223, 7.111111, -3.8888888, 5.7777777, 0.65661377, -2.0365057, 5
111.0, 246.0, 9.0, 0.0, 0.0, 3.166667, 2.0949678, 5.833334, 4.113663, 25.88889, 21.11111, 22.444445, 34.11111, -14.333333, -10.333333, 24.666666, 34.11111, 0.38897294, 2.2140112, 7
209.0, 249.0, 9.0, 0.0, 0.0, 2.4444444, 3.6296306, 2.777778, 4.2074075, 10.518518, 7.5555553, 8.111112, 15.888889, -8.888889, -7.2222223, 16.11111, 15.888889, 0.5333069, 2.1567793, 7
247.0, 92.0, 9.0, 0.0, 0.0, 0.88888884, 0.5185184, 0.44444433, 0.118518606, 12.074074, 7.5555553, 20.555555, 8.111112, -13.555555, 25.444445, -11.888889, 20.555555, 0.6321268, -2.1378512, 5
209.0, 11.0, 9.0, 0.0, 0.0, 0.8333333, 0.25555903, 2.1666667, 3.8555522, 141.55556, 135.11111, 150.11111, 139.44444, -19.333334, 25.666666, -6.3333335, 150.11111, 0.09983583, -2.4015868, 2
