@relation unknow
@attribute a1 real [-4014.0, 3578.0]
@attribute a2 real [-3961.0, 4345.0]
@attribute a3 real [-3902.0, 4404.0]
@attribute a4 real [-3889.0, 4259.0]
@attribute a5 real [-3649.0, 4213.0]
@attribute a6 real [-3533.0, 3913.0]
@attribute a7 real [-3733.0, 4452.0]
@attribute a8 real [-4574.0, 3865.0]
@attribute a9 real [-3814.0, 4254.0]
@attribute a10 real [-3908.0, 4083.0]
@attribute a11 real [-3494.0, 4095.0]
@attribute a12 real [-3826.0, 4302.0]
@attribute a13 real [-3945.0, 3782.0]
@attribute a14 real [-3852.0, 4124.0]
@attribute a15 real [-3698.0, 3548.0]
@attribute a16 real [-3698.0, 4244.0]
@attribute a17 real [-3943.0, 3723.0]
@attribute a18 real [-4065.0, 4056.0]
@attribute a19 real [-4122.0, 4324.0]
@attribute a20 real [-3783.0, 4279.0]
@attribute class {0, 1}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20
@outputs class
@data
-1016.0, -273.0, -116.0, 509.0, -341.0, 35.0, 1881.0, 1409.0, 226.0, 425.0, 1573.0, 262.0, 65.0, -194.0, -1903.0, -847.0, 828.0, 392.0, 323.0, 653.0, 0
1814.0, 1926.0, -751.0, -952.0, 517.0, -878.0, -1327.0, 855.0, -939.0, 908.0, -136.0, 1048.0, -594.0, -1126.0, -2127.0, 1924.0, 88.0, -2392.0, -1253.0, -59.0, 1
285.0, 1173.0, 748.0, 1849.0, 311.0, -139.0, -75.0, -1026.0, 1942.0, 226.0, 2987.0, 2732.0, 896.0, 499.0, 1388.0, 1228.0, -92.0, 198.0, 801.0, 505.0, 0
911.0, 566.0, -26.0, -745.0, -916.0, -1892.0, 469.0, -626.0, -2716.0, -1858.0, -984.0, 694.0, -69.0, 1047.0, -297.0, -562.0, -1912.0, -769.0, -1648.0, -434.0, 1
689.0, 14.0, -1068.0, -1663.0, 1631.0, -1436.0, -614.0, -768.0, -124.0, -108.0, 172.0, -817.0, -307.0, 108.0, -323.0, -13.0, -1266.0, 4.0, -2095.0, -377.0, 1
1874.0, 368.0, 1394.0, -651.0, 2.0, 1206.0, -73.0, 1193.0, 266.0, 2114.0, -278.0, 37.0, 428.0, 678.0, -271.0, 678.0, -273.0, 1551.0, 464.0, 555.0, 0
68.0, 185.0, -613.0, -133.0, 487.0, 111.0, 2954.0, -653.0, 468.0, 877.0, 1218.0, -75.0, 661.0, 1363.0, 1273.0, 58.0, 1129.0, 1035.0, 287.0, -429.0, 0
-1036.0, 656.0, -14.0, -766.0, -197.0, -1313.0, 169.0, -1305.0, -274.0, 934.0, 464.0, -252.0, -1521.0, 492.0, 678.0, 365.0, 62.0, -1722.0, -615.0, -778.0, 1
1322.0, -782.0, 734.0, 574.0, 1051.0, 593.0, -878.0, 428.0, 1109.0, -202.0, 93.0, 183.0, 498.0, -1019.0, 651.0, 2675.0, 1204.0, 366.0, 68.0, -79.0, 0
-255.0, 71.0, 1602.0, 5.0, 324.0, -157.0, 192.0, -1075.0, -2376.0, -544.0, -134.0, -343.0, -1711.0, -157.0, 1673.0, -1883.0, -46.0, 466.0, 711.0, -109.0, 1
226.0, 684.0, 605.0, 1624.0, 1266.0, 1225.0, -666.0, 655.0, 774.0, 1073.0, -742.0, 894.0, 665.0, 93.0, 335.0, -783.0, 521.0, 87.0, 708.0, -74.0, 0
-176.0, -635.0, -815.0, -1225.0, -1365.0, 554.0, -136.0, 68.0, 1056.0, -1705.0, -915.0, -1211.0, 287.0, 667.0, 163.0, -12.0, -601.0, 58.0, 1052.0, 64.0, 1
-899.0, -478.0, -1155.0, -891.0, -498.0, -1244.0, 286.0, -74.0, -1859.0, -3509.0, 28.0, -1001.0, -651.0, -941.0, 78.0, -614.0, 164.0, 308.0, 1693.0, -217.0, 1
-117.0, 696.0, 1196.0, -165.0, -1482.0, 256.0, 286.0, -8.0, -57.0, 822.0, 6.0, 68.0, -1473.0, -872.0, -86.0, -384.0, -1511.0, 845.0, -1324.0, -406.0, 1
669.0, 1176.0, 2117.0, -123.0, -243.0, 1337.0, 1173.0, 995.0, -811.0, 1074.0, -125.0, -6.0, 787.0, -1301.0, 117.0, 724.0, 1063.0, 69.0, 1045.0, 1416.0, 0
1166.0, 1475.0, -94.0, 452.0, 594.0, 148.0, -361.0, -27.0, -578.0, -336.0, 276.0, 763.0, -277.0, 927.0, 267.0, -698.0, 2759.0, 196.0, 665.0, 1837.0, 0
1572.0, -615.0, 321.0, 206.0, 1335.0, 372.0, 961.0, 238.0, 167.0, 2189.0, 1621.0, 1505.0, 2386.0, 264.0, 926.0, 2485.0, 6.0, 1602.0, 657.0, 548.0, 0
