@relation unknow
@attribute a1 real [-4014.0, 3578.0]
@attribute a2 real [-3961.0, 4345.0]
@attribute a3 real [-3902.0, 4404.0]
@attribute a4 real [-3889.0, 4259.0]
@attribute a5 real [-3649.0, 4213.0]
@attribute a6 real [-3533.0, 3913.0]
@attribute a7 real [-3733.0, 4452.0]
@attribute a8 real [-4574.0, 3865.0]
@attribute a9 real [-3814.0, 4254.0]
@attribute a10 real [-3908.0, 4083.0]
@attribute a11 real [-3494.0, 4095.0]
@attribute a12 real [-3826.0, 4302.0]
@attribute a13 real [-3945.0, 3782.0]
@attribute a14 real [-3852.0, 4124.0]
@attribute a15 real [-3698.0, 3548.0]
@attribute a16 real [-3698.0, 4244.0]
@attribute a17 real [-3943.0, 3723.0]
@attribute a18 real [-4065.0, 4056.0]
@attribute a19 real [-4122.0, 4324.0]
@attribute a20 real [-3783.0, 4279.0]
@attribute class {0, 1}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20
@outputs class
@data
-103.0, -724.0, -172.0, -178.0, -1335.0, -16.0, -734.0, 45.0, -71.0, -1038.0, -789.0, -45.0, 1068.0, -1598.0, -1062.0, 1262.0, -67.0, -599.0, -534.0, 215.0, 1
-1951.0, 29.0, -968.0, -988.0, -65.0, 407.0, -307.0, 355.0, -24.0, -877.0, -61.0, -1916.0, -1067.0, -947.0, 1003.0, -1316.0, 126.0, -306.0, -965.0, 1291.0, 1
-1274.0, 139.0, -441.0, 452.0, -1451.0, -644.0, -472.0, 705.0, 135.0, -416.0, 238.0, 1008.0, 886.0, -1523.0, 676.0, 983.0, 1531.0, 259.0, 1.0, -715.0, 0
-1595.0, -1032.0, -1552.0, -2161.0, 536.0, -156.0, -164.0, -1076.0, -89.0, -4.0, -554.0, -842.0, -7.0, 194.0, -607.0, -965.0, 83.0, 1417.0, 187.0, -2366.0, 1
-1115.0, -2347.0, 1185.0, -1708.0, -48.0, -327.0, -1369.0, 89.0, 839.0, 723.0, -994.0, 342.0, -3.0, 138.0, -1731.0, 755.0, -956.0, 285.0, -338.0, -758.0, 1
1245.0, 109.0, -1187.0, 1195.0, -544.0, 1104.0, 972.0, 324.0, 159.0, 436.0, 1258.0, 789.0, 252.0, 1079.0, 1244.0, -722.0, -36.0, 1198.0, 991.0, 1286.0, 0
-243.0, -2318.0, -72.0, -1566.0, -2362.0, 28.0, -27.0, -155.0, 568.0, -81.0, -1305.0, -1832.0, -2429.0, -21.0, -557.0, 165.0, -898.0, -1127.0, -684.0, -1506.0, 1
636.0, -38.0, -375.0, 1091.0, -915.0, -1716.0, -1712.0, 171.0, 356.0, -899.0, 202.0, -706.0, 1112.0, -378.0, -1172.0, 548.0, 466.0, -34.0, 1613.0, -1024.0, 1
-112.0, 1284.0, 1273.0, 2131.0, -316.0, 642.0, 1174.0, -248.0, 529.0, -11.0, 1718.0, 3449.0, -347.0, -122.0, 336.0, 89.0, 1468.0, -938.0, 1142.0, 1346.0, 0
1007.0, 805.0, -92.0, -38.0, 1081.0, 241.0, 1238.0, 86.0, 409.0, 35.0, 643.0, 3194.0, 1514.0, -788.0, 1036.0, 388.0, -569.0, 117.0, -968.0, 677.0, 0
146.0, -636.0, 237.0, 1869.0, 3398.0, 996.0, 152.0, 327.0, -82.0, 2423.0, -707.0, 431.0, 1202.0, 668.0, 458.0, 2228.0, 1268.0, 1759.0, 402.0, 834.0, 0
-1054.0, -124.0, -1558.0, -403.0, -1142.0, -52.0, -1862.0, -472.0, 46.0, -198.0, -1916.0, -1645.0, -24.0, -1572.0, -15.0, 666.0, -58.0, -651.0, -133.0, 869.0, 1
-598.0, -499.0, 214.0, -1011.0, -1093.0, 299.0, 708.0, -17.0, 36.0, 867.0, 232.0, -2072.0, -113.0, -911.0, 51.0, -15.0, -428.0, -2355.0, -135.0, -148.0, 1
412.0, -1463.0, -294.0, 1994.0, -1546.0, -68.0, 62.0, -1346.0, -314.0, -498.0, -1144.0, -1717.0, -1661.0, -1204.0, -129.0, -1342.0, 413.0, 857.0, -1704.0, -2247.0, 1
-9.0, -4.0, -136.0, -298.0, 503.0, 1737.0, -1102.0, 867.0, 1496.0, 683.0, 427.0, -695.0, -855.0, -418.0, -51.0, 77.0, 611.0, 834.0, 1246.0, -618.0, 0
176.0, 512.0, -144.0, 245.0, 811.0, -218.0, -54.0, 1469.0, 674.0, 1423.0, 374.0, 1267.0, 821.0, 1438.0, -151.0, 86.0, -101.0, 352.0, -965.0, 2154.0, 0
-172.0, -776.0, -112.0, -113.0, -113.0, -2418.0, 61.0, -1271.0, 458.0, -243.0, -86.0, -204.0, -594.0, -608.0, 157.0, 286.0, -601.0, 762.0, 167.0, -287.0, 1
-2661.0, -626.0, 2089.0, 1182.0, -186.0, -114.0, -8.0, 129.0, 1262.0, -334.0, 916.0, 15.0, 344.0, 571.0, 1082.0, 1017.0, -126.0, -618.0, 13.0, 734.0, 0
657.0, 466.0, 267.0, 284.0, -13.0, 56.0, -735.0, 1339.0, 62.0, -338.0, 776.0, 607.0, 759.0, -584.0, 1539.0, -206.0, -2086.0, -335.0, 1173.0, 248.0, 0
