@relation unknow
@attribute a1 real [13.0, 334177.0]
@attribute a2 real [0.0, 256382.0]
@attribute a3 real [3.0, 5323.0]
@attribute a4 real [1.0, 893.0]
@attribute a5 real [0.0, 675.0]
@attribute a6 real [-457916.0, 575241.0]
@attribute a7 real [-297172.0, 238321.0]
@attribute a8 real [-205895.0, 179851.0]
@attribute a9 real [0.0, 89958.0]
@attribute a10 real [57.0, 495561.0]
@attribute a11 {g, h}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10
@outputs a11
@data
29817.0, 19836.0, 2737.0, 372.0, 239.0, 10007.0, 23941.0, 1507.0, 15933.0, 222184.0, g
25569.0, 19074.0, 2291.0, 716.0, 422.0, 16707.0, 25194.0, -14876.0, 74308.0, 31647.0, g
37352.0, 16865.0, 2788.0, 396.0, 209.0, 4494.0, 31505.0, -11611.0, 1713.0, 184572.0, g
32095.0, 13411.0, 2692.0, 405.0, 237.0, 40987.0, 17301.0, 665.0, 14233.0, 197379.0, g
5777.0, 19841.0, 3146.0, 227.0, 15.0, 33752.0, 43278.0, -4855.0, 6527.0, 154146.0, g
43964.0, 15125.0, 2845.0, 321.0, 203.0, -24454.0, -25943.0, 11334.0, 1228.0, 17196.0, g
34929.0, 15993.0, 2566.0, 35.0, 186.0, 31174.0, 23947.0, -8175.0, 1394.0, 210866.0, g
36457.0, 962.0, 247.0, 522.0, 273.0, 3059.0, 22794.0, -3698.0, 19724.0, 228153.0, g
2271.0, 17514.0, 2541.0, 368.0, 2.0, -9084.0, 9921.0, -15822.0, 78773.0, 140182.0, g
94843.0, 46501.0, 4161.0, 84.0, 44.0, 97085.0, 82809.0, -29645.0, 3276.0, 264476.0, g
20083.0, 15499.0, 2363.0, 477.0, 25.0, 1227.0, 18253.0, 10776.0, 2062.0, 96767.0, g
18514.0, 16925.0, 2533.0, 55.0, 291.0, 22226.0, 8083.0, -14144.0, 1174.0, 161406.0, g
22616.0, 12698.0, 2279.0, 579.0, 313.0, 17014.0, 10195.0, 9062.0, 34598.0, 178035.0, g
483.0, 20615.0, 3009.0, 215.0, 119.0, 3648.0, 33103.0, -16025.0, 13028.0, 193971.0, g
28468.0, 2005.0, 2744.0, 347.0, 236.0, 17998.0, 1904.0, -14626.0, 10618.0, 12478.0, g
71958.0, 1256.0, 2723.0, 388.0, 207.0, -58961.0, 44307.0, 708.0, 9054.0, 273848.0, g
26197.0, 12225.0, 2317.0, 482.0, 268.0, -4699.0, -1893.0, 9892.0, 11782.0, 116856.0, g
33148.0, 26149.0, 3115.0, 239.0, 126.0, -25817.0, -16051.0, 20315.0, 38817.0, 196181.0, g
36148.0, 19977.0, 2869.0, 292.0, 157.0, -195.0, -30411.0, -8906.0, 4672.0, 194419.0, g
42389.0, 10806.0, 2598.0, 404.0, 213.0, 34864.0, -18703.0, 11821.0, 5565.0, 171184.0, g
48466.0, 22726.0, 2953.0, 348.0, 203.0, 31578.0, 39313.0, 24837.0, 4825.0, 266665.0, g
47052.0, 18388.0, 2827.0, 359.0, 196.0, -1035.0, -32511.0, -127.0, 31668.0, 151889.0, g
18384.0, 16408.0, 2395.0, 483.0, 26.0, -769.0, 17391.0, -9623.0, 60543.0, 163281.0, g
90939.0, 33775.0, 3625.0, 199.0, 11.0, -73914.0, 68452.0, -15518.0, 1479.0, 347008.0, g
61739.0, 2616.0, 3108.0, 222.0, 115.0, 62324.0, 54742.0, -1871.0, 5861.0, 290023.0, g
22739.0, 12969.0, 2606.0, 545.0, 274.0, -5073.0, -16233.0, 6289.0, 58685.0, 76876.0, g
54251.0, 12711.0, 2583.0, 431.0, 218.0, 51281.0, 56512.0, -9784.0, 29.0, 130162.0, g
39365.0, 16034.0, 2806.0, 376.0, 189.0, 15544.0, 26621.0, -15248.0, 19417.0, 155325.0, g
25964.0, 11712.0, 2481.0, 462.0, 259.0, -18962.0, 16043.0, -7625.0, 19874.0, 136037.0, g
32223.0, 10195.0, 2496.0, 377.0, 196.0, -8748.0, 24494.0, 5144.0, 7226.0, 150414.0, g
22976.0, 14836.0, 2438.0, 561.0, 388.0, 5967.0, 19685.0, -15023.0, 16534.0, 143194.0, g
20456.0, 1498.0, 2489.0, 503.0, 258.0, 2498.0, -4201.0, -7897.0, 5219.0, 140296.0, g
3226.0, 12697.0, 2646.0, 339.0, 173.0, -8877.0, 10699.0, 8575.0, 457.0, 200717.0, g
18684.0, 16877.0, 2298.0, 458.0, 234.0, -7434.0, 1789.0, -8522.0, 16088.0, 72183.0, g
111015.0, 60462.0, 446.0, 53.0, 27.0, 128299.0, 83229.0, 24357.0, 2608.0, 28434.0, g
74442.0, 28357.0, 321.0, 242.0, 143.0, -77337.0, 36801.0, 17637.0, 3908.0, 284264.0, g
76103.0, 19698.0, 3224.0, 214.0, 12.0, 52566.0, 68988.0, 10508.0, 1341.0, 2623.0, g
50646.0, 29554.0, 3298.0, 193.0, 1.0, -67051.0, 44601.0, -22432.0, 1905.0, 281812.0, g
89596.0, 21532.0, 2772.0, 24.0, 123.0, -48124.0, -104224.0, -13146.0, 7438.0, 209439.0, g
21763.0, 12479.0, 2363.0, 525.0, 271.0, 28702.0, -8014.0, 4391.0, 26131.0, 152444.0, g
26872.0, 10844.0, 258.0, 479.0, 283.0, 4524.0, 21714.0, 11098.0, 14532.0, 202706.0, g
84251.0, 3061.0, 325.0, 163.0, 83.0, 69166.0, 58212.0, 22456.0, 11124.0, 23064.0, g
29043.0, 12178.0, 2408.0, 402.0, 205.0, -34464.0, -24012.0, 956.0, 11474.0, 160369.0, g
37963.0, 24188.0, 2835.0, 226.0, 147.0, 37707.0, 19804.0, 14882.0, 171.0, 186551.0, g
183.0, 12505.0, 2468.0, 658.0, 366.0, 8893.0, -15848.0, 2125.0, 73658.0, 189598.0, g
13655.0, 9765.0, 2306.0, 83.0, 432.0, -14588.0, -4808.0, -11764.0, 35794.0, 145977.0, g
107508.0, 41832.0, 3612.0, 117.0, 65.0, 87866.0, 88203.0, -36017.0, 456.0, 254697.0, g
75505.0, 23002.0, 3223.0, 204.0, 106.0, -82446.0, 57015.0, 17736.0, 2359.0, 279095.0, g
49191.0, 17368.0, 2951.0, 243.0, 124.0, -19949.0, 33353.0, -13977.0, 425.0, 246468.0, g
68066.0, 24957.0, 3224.0, 169.0, 87.0, -80377.0, -33996.0, -15662.0, 8087.0, 25771.0, g
18662.0, 9974.0, 224.0, 632.0, 371.0, 21073.0, 12418.0, -489.0, 45717.0, 145127.0, g
31906.0, 16915.0, 2638.0, 348.0, 181.0, -17161.0, 17927.0, 14494.0, 22645.0, 146291.0, g
45613.0, 15873.0, 2945.0, 233.0, 129.0, -1536.0, -22725.0, -934.0, 504.0, 165769.0, g
27224.0, 11922.0, 2525.0, 457.0, 237.0, 33815.0, 20885.0, 6178.0, 1615.0, 189699.0, g
22121.0, 10584.0, 225.0, 562.0, 317.0, 22395.0, 191.0, 10768.0, 13934.0, 53711.0, g
50035.0, 20978.0, 2938.0, 296.0, 175.0, 37601.0, 42554.0, -10207.0, 6035.0, 275673.0, g
65065.0, 15056.0, 2893.0, 332.0, 186.0, 31324.0, 72984.0, -11522.0, 8579.0, 219098.0, g
