@relation unknow
@attribute a1 real [13.0, 334177.0]
@attribute a2 real [0.0, 256382.0]
@attribute a3 real [3.0, 5323.0]
@attribute a4 real [1.0, 893.0]
@attribute a5 real [0.0, 675.0]
@attribute a6 real [-457916.0, 575241.0]
@attribute a7 real [-297172.0, 238321.0]
@attribute a8 real [-205895.0, 179851.0]
@attribute a9 real [0.0, 89958.0]
@attribute a10 real [57.0, 495561.0]
@attribute a11 {g, h}
@inputs a1, a2, a3, a4, a5, a6, a7, a8, a9, a10
@outputs a11
@data
21633.0, 17222.0, 2543.0, 421.0, 225.0, 7969.0, 9602.0, 14492.0, 10615.0, 186555.0, g
80063.0, 31683.0, 3728.0, 11.0, 56.0, 30197.0, 73153.0, -12444.0, 57.0, 286451.0, g
22795.0, 17622.0, 2289.0, 473.0, 244.0, -25018.0, -1219.0, -12005.0, 37213.0, 173349.0, g
19663.0, 9268.0, 223.0, 618.0, 415.0, -2048.0, -14148.0, 2748.0, 8109.0, 211998.0, g
37612.0, 14301.0, 274.0, 334.0, 192.0, 6105.0, 21312.0, 10035.0, 28521.0, 220166.0, g
22241.0, 8967.0, 2253.0, 654.0, 338.0, 783.0, 10364.0, 946.0, 3261.0, 185545.0, g
70229.0, 28415.0, 3183.0, 255.0, 151.0, -19678.0, 65132.0, -19962.0, 1562.0, 321541.0, g
19866.0, 10773.0, 2332.0, 595.0, 333.0, -8046.0, 17566.0, 9981.0, 17929.0, 5345.0, g
3897.0, 14899.0, 2826.0, 391.0, 257.0, 17011.0, 34847.0, -9842.0, 1453.0, 215223.0, g
50045.0, 32915.0, 2947.0, 202.0, 106.0, -30798.0, -37444.0, 19244.0, 69094.0, 94916.0, g
27336.0, 8088.0, 2258.0, 602.0, 318.0, 14405.0, 17554.0, -4133.0, 19459.0, 76649.0, g
25153.0, 0.0, 216.0, 74.0, 467.0, 24187.0, 18169.0, 0.0, 61216.0, 237147.0, g
